timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446347.1693497,SENT,6ba0913f-5690-410d-a4c2-aaebb2b09f22,9c7d091d-7e0e-448c-ba16-0a55b1cab289,c5,c4,3397,?,p2,
1769446347.169508,CREATED,8ec91f99-e34c-4fb6-9f09-111d2eb987c2,bb13c6ca-e9ea-4264-8ec2-4ef7e8aa6f35,c5,c4,27,?,?,surb={'id': '5a7d9fb4-5d7d-4877-ae1a-42c67b92d975', 'route': ['p1', 'e11', 'i12', 'x9', 'p2', 'c5']}
1769446897.5154574,RECEIVED,73786bfe-d9ae-4f22-a647-50ff3408351d,72034696-8e3d-4723-aa3a-66cf628fdb87,c1,c5,27,p2,?,surb={'id': '75cb3de6-f55a-4c60-b387-edf5a67a526b', 'route': ['p2', 'e9', 'i7', 'x1', 'p1', 'c1']}
1769446897.5579062,RECEIVED,1497b9a0-e001-47f5-a974-b705be565440,c57393e6-823f-47b8-ae9e-152d8973c0c8,c1,c5,26,p2,?,surb={'id': '6245b4b0-ecca-4728-9866-2fdc76464c24', 'route': ['p2', 'e10', 'i11', 'x7', 'p1', 'c1']}
1769446897.57349,RECEIVED,24e733a1-80ee-4216-a079-2d34a6d412ff,2312fcac-57e0-4fbe-b407-50d5f37b6287,c4,c5,26,p2,?,surb={'id': 'bb46fe12-56ad-4c30-a3b5-0dd6743b76e0', 'route': ['p2', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769446897.626074,RECEIVED,96e0e558-1fef-47d8-992f-ae02cf04ce19,64c6f777-8e98-4a9f-aed0-6ab751ed3414,c1,c5,26,p2,?,surb={'id': 'd9ba7ab0-23e6-4559-b89a-1087da6dd72f', 'route': ['p2', 'e1', 'i2', 'x2', 'p1', 'c1']}
1769446897.6669378,SENT,b2bd6718-2062-4322-832a-9189b05ecb88,eb6769ae-0ac0-4172-baa6-51f8e21676ee,c5,c4,3375,?,p2,
1769446897.6670184,CREATED,d43eb0a9-302d-421b-b555-0a6fe48cdfa9,d662a398-cc2a-4e79-9819-c019ae4689ad,c5,c4,27,?,?,surb={'id': 'f5b35135-bd31-42e2-aff7-4677b004931c', 'route': ['p1', 'e10', 'i4', 'x6', 'p2', 'c5']}
1769446898.0495894,SENT,6dfae06e-5925-4e81-9ae6-c1c8ffb5b3ae,1530cad3-e233-4998-9b54-87562dbec0ec,c5,c4,3381,?,p2,
1769446898.0497606,CREATED,d56ba467-9ad2-47a7-a558-d567122afe85,0b7b13ee-05ee-4278-8573-5a5604b8652b,c5,c4,27,?,?,surb={'id': '73fb3b86-7b28-44d5-9735-4fa16d9be03d', 'route': ['p1', 'e2', 'i4', 'x8', 'p2', 'c5']}
1769446898.9590662,SENT,64167ba4-e26a-406c-aff0-d4f8a28c6525,1c40e914-4d47-4b21-960b-32fdb0cc3ec9,c5,c4,3380,?,p2,
1769446898.959125,CREATED,afa54c32-2c72-4c1c-972d-e432a915e8f3,8643023c-2e29-43c6-8842-82ce3f656615,c5,c4,27,?,?,surb={'id': '8ec48f99-993f-46a8-85d6-7ff597effb6f', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769446899.0067153,SENT,cd5fd1b3-53e1-4d09-bfe3-1eb85fa8edc2,4a76c0bc-7499-4209-8f23-815bf7e498b0,c5,c4,3371,?,p2,
1769446899.0067675,CREATED,5624691d-a26d-4fd7-beb5-9ce3d016e5b4,a35a66a9-c621-4257-992a-574d7b76f7dd,c5,c4,27,?,?,surb={'id': '110cd7c4-3256-48c9-93c7-acef42958173', 'route': ['p1', 'e8', 'i1', 'x6', 'p2', 'c5']}
1769446899.095093,RECEIVED,fdb5f761-16d8-4b2f-bf1f-ab6f71e39d65,3fa319e7-5139-4662-8c19-7d92570ee1dd,c4,c5,26,p2,?,surb={'id': '7e81a3a8-f24c-4639-be40-3c7b2cdc209c', 'route': ['p2', 'e4', 'i9', 'x5', 'p1', 'c4']}
1769446899.250279,SENT,711a134c-8f92-4781-a5d9-96750fb81fc6,34c53894-7477-4422-9a54-c087a70182c1,c5,c4,3404,?,p2,
1769446899.250432,CREATED,726252f6-c2b7-49ab-96a8-4b55ec85c341,97176562-c90e-42f4-9b2c-85122f9bcb5f,c5,c4,27,?,?,surb={'id': '3986630f-a339-4785-bf06-d2da4766785c', 'route': ['p1', 'e6', 'i12', 'x11', 'p2', 'c5']}
1769446899.289038,SENT,e06c2dad-089b-4e81-b9bb-95132b6146e2,67119a38-a6fa-4029-b647-ddd362fe4220,c5,c4,3363,?,p2,
1769446899.289235,CREATED,a679f696-b336-44fc-9b74-b6d2790c26be,7a3b953f-45cb-42b1-ad15-7e4150dd207f,c5,c4,27,?,?,surb={'id': 'a6039b24-b476-49ca-8eb0-65039587df0f', 'route': ['p1', 'e9', 'i9', 'x7', 'p2', 'c5']}
1769446899.3836982,SENT,60283870-2aa9-4317-a0ee-8c669933b0c4,ad7f6a8c-6717-4aea-9313-958f62ee413e,c5,c4,3384,?,p2,
1769446899.3837729,CREATED,d908d3a1-03a6-4d08-bf64-0e7947c08239,ba9b9b5b-0639-43f1-ba5c-1f8e5f044310,c5,c4,27,?,?,surb={'id': 'f7babf0a-cb75-48ec-a8c9-9b575c1eb61f', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c5']}
1769446899.4286337,SENT,9a3a9d21-ffb8-41ed-96a1-48e0a04ff7e2,ee0dcbbc-75c9-44be-9775-66c72a8c3aa6,c5,c4,3384,?,p2,
1769446899.4287117,CREATED,91ded2a2-0a32-4479-baf9-b405c71770ac,5a0e42d7-af66-463a-8b92-a0c4d22641a9,c5,c4,27,?,?,surb={'id': '0901a4d8-24cb-4ef6-a39f-aae0d7e71fb0', 'route': ['p1', 'e8', 'i6', 'x11', 'p2', 'c5']}
1769446899.5534632,SENT,dd7c09c3-6f44-455f-90d6-a64a815f6945,c9583a04-cf29-433f-98de-682e85a143ff,c5,c4,3371,?,p2,
1769446899.5535493,CREATED,9db1d641-3e5f-4044-abbd-7fa0bece42e4,f5b11377-bd5a-4baa-bfd5-9666d0d49bd3,c5,c4,27,?,?,surb={'id': 'b95a8d40-7e89-49b4-b4a6-7ac6613165e5', 'route': ['p1', 'e8', 'i4', 'x6', 'p2', 'c5']}
1769446899.647923,RECEIVED,14a2ab7d-88fd-4ec8-8bb7-689d2f221f0f,a17b06f2-7360-44f4-9685-b08062edd458,c1,c5,27,p2,?,surb={'id': '0fdad6a1-e545-460c-8bf2-3667271d37ea', 'route': ['p2', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769446899.6776128,SENT,42d3781a-3d65-470d-879a-bf7990415c7e,0cfc0bfc-440c-49b1-b66f-aa9468b86d6e,c5,c4,3383,?,p2,
1769446899.6776886,CREATED,3254b626-3499-4e98-b84a-bd912b3109c0,b184d391-9e6e-475d-9d04-5dcd0f379406,c5,c4,27,?,?,surb={'id': '0c6f8f50-f081-4bca-8e68-54fef9492e79', 'route': ['p1', 'e11', 'i4', 'x9', 'p2', 'c5']}
1769446899.687624,SENT,cd40b195-9c09-42e9-bf79-7b20ffd7024c,eb62d756-9e9d-4103-8a2b-00ae5db76a69,c5,c4,3396,?,p2,
1769446899.687881,CREATED,6cefd206-0e51-4fd6-aee1-2d98688bdf6d,d19457cd-83fe-4a2a-8c3d-aecd2643579d,c5,c4,27,?,?,surb={'id': '68e445e0-bdc4-404c-a565-64ff737f4b8a', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769446899.8499928,RECEIVED,dee7eb9e-6d75-45c7-8dcf-8647a1d9f3c4,d034982e-7e64-48c7-82a2-30946715f22e,c4,c5,26,p2,?,surb={'id': 'cff07e04-3bb1-4d03-8aa7-d0e45536d43c', 'route': ['p2', 'e1', 'i3', 'x10', 'p1', 'c4']}
1769446900.361842,RECEIVED,48f2a8ee-46b0-47ca-b936-59706ac50a15,7c359943-ac03-45b8-a719-c0965618168c,c1,c5,27,p2,?,surb={'id': 'c78aa432-f5be-4a7d-8876-c48c01bf21ad', 'route': ['p2', 'e3', 'i12', 'x12', 'p1', 'c1']}
1769446900.5752687,RECEIVED,fcb1117d-aec6-42cc-924c-677e79ffbab3,9ac969bc-5095-4eba-a6de-2c2fa2cb0a0a,c1,c5,27,p2,?,surb={'id': '4842edd2-aa6b-4a0f-803f-17154e94f43a', 'route': ['p2', 'e10', 'i6', 'x8', 'p1', 'c1']}
1769446900.6592274,RECEIVED,460c9d85-1b5c-4e84-80a5-9098b5017dce,de630cee-4c12-48ff-b24c-dcb748e766ba,c4,c5,27,p2,?,surb={'id': 'a2c1bccb-5529-4a2f-84e9-089eca6dbe07', 'route': ['p2', 'e4', 'i6', 'x11', 'p1', 'c4']}
1769446900.98742,SENT,ba97f360-e2d8-4111-b529-c92dab6c59e6,bed5a84c-6841-4f2b-9ddd-0ff8fc2b468f,c5,c4,3371,?,p2,
1769446900.9874995,CREATED,cc9e03ff-a927-44d8-985d-b642f3c34579,4ab823b6-8dad-4807-b395-d8481ced7ce2,c5,c4,27,?,?,surb={'id': '6d716807-1fe5-40ce-90d6-6bc26f61a69a', 'route': ['p1', 'e7', 'i4', 'x11', 'p2', 'c5']}
1769446901.0440876,RECEIVED,585cb970-f420-4f72-9ffe-ec7c513f6a41,9004643d-cbd7-4ae1-a3c1-89276e01f48f,c1,c5,26,p2,?,surb={'id': 'f4f496ee-3984-4495-8d53-e606105f75e9', 'route': ['p2', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769446901.0549273,RECEIVED,6d73fcf3-fa5e-4602-8bcc-d64ee357a12d,e0e2e0b4-7fc5-4515-a0bb-1545337280a9,c1,c5,27,p2,?,surb={'id': 'a53fbc7d-11d2-4139-9036-bf3ad85c77ae', 'route': ['p2', 'e10', 'i4', 'x12', 'p1', 'c1']}
1769446901.161345,SENT,cf05aa1b-1df6-4477-a7ac-44f8148a6827,7e0a05be-356b-46d0-a5bd-ac97a7025e7a,c5,c4,3372,?,p2,
1769446901.1614685,CREATED,c29246d1-be16-426a-9c89-121eab1e696a,54f9cff9-00aa-4e5e-9f9a-8d416c663afc,c5,c4,26,?,?,surb={'id': '4544bb98-3b56-4acf-ba28-ccb4f7cb1278', 'route': ['p1', 'e5', 'i10', 'x9', 'p2', 'c5']}
1769446901.3061905,RECEIVED,95639020-9b86-42a4-ac81-338faa917e7b,002bfe6a-b2ef-48e8-a45d-5821f5f2d43c,c1,c5,27,p2,?,surb={'id': 'eb64d2ea-83db-48af-b179-8f565476325c', 'route': ['p2', 'e10', 'i11', 'x11', 'p1', 'c1']}
1769446901.4166226,RECEIVED,52076deb-22df-4e43-861a-4d46cf51f93f,83409892-4a9a-4eb0-85bd-63c131bafd3d,c4,c5,27,p2,?,surb={'id': 'b826189a-909c-44b3-a588-68421c21d90c', 'route': ['p2', 'e3', 'i9', 'x11', 'p1', 'c4']}
1769446901.4519405,SENT,f8e03e93-47a5-40ef-a661-c165e08e8525,1aa0c0ea-b223-4afa-8512-27193a22f8fa,c5,c4,3380,?,p2,
1769446901.4520304,CREATED,53f1d0b0-ab59-49a0-9a56-705e97032598,0c0ac7de-c492-4d61-b98d-a248e09cb589,c5,c4,27,?,?,surb={'id': '15b7ce66-a833-4273-b293-dca9b75396c4', 'route': ['p1', 'e5', 'i12', 'x9', 'p2', 'c5']}
1769446901.6588542,RECEIVED,fbeb9604-58ea-4e78-bfa1-c474b92dabc2,bc415ce6-5fea-4940-b1ab-40369d2e6b2f,c1,c5,27,p2,?,surb={'id': 'bd2c8588-e98c-4d66-8d63-832d9b6ab2df', 'route': ['p2', 'e6', 'i9', 'x6', 'p1', 'c1']}
1769446901.851597,RECEIVED,0a35ae32-0e71-48a5-9a24-710992dbff36,7c0f1b27-ed53-415f-9006-16cd3b00103f,c1,c5,27,p2,?,surb={'id': '048ca6de-c543-4cde-897e-092d41d51b12', 'route': ['p2', 'e2', 'i2', 'x6', 'p1', 'c1']}
1769446901.869036,SENT,fdba70f4-e89e-4789-be28-2e83e577bb65,fedec418-1adf-41b2-b434-d99c0f8b32a8,c5,c4,3379,?,p2,
1769446901.869163,CREATED,52dce6d7-4af7-4c8d-b8b6-6ca60ec4c3ac,5fde5b1f-76b8-4e75-aa5e-845082a84211,c5,c4,27,?,?,surb={'id': 'e6488ca7-dbed-4b5d-b3f4-dc78b5f1b544', 'route': ['p1', 'e1', 'i7', 'x2', 'p2', 'c5']}
1769446901.8873723,SENT,7d5e7007-4365-421b-acc6-f5b05d9507c8,d5052c2b-2de5-4b58-a985-cbe88759b996,c5,c4,3360,?,p2,
1769446901.8874934,CREATED,8c5a244d-e867-40de-a258-d701abb19539,1274ae8d-d948-43a6-b306-0ec8b3cf4166,c5,c4,27,?,?,surb={'id': '5777c849-5a04-4691-a8c4-d6a513dba153', 'route': ['p1', 'e1', 'i9', 'x9', 'p2', 'c5']}
1769446901.9355006,RECEIVED,85c4a212-59a3-470d-aeff-2bed449475f2,776498d3-4920-4c34-ba49-0171c6524146,c1,c5,27,p2,?,surb={'id': 'b437c941-75a8-4d4a-ad8a-a60704b2fc28', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c1']}
1769446902.0620778,SENT,cd596099-4b40-4782-a74b-ed5944d59227,40339cd5-a53d-4c44-abb0-5924bf8ff4dd,c5,c4,3380,?,p2,
1769446902.062162,CREATED,fd09caf3-b888-49cf-a9ec-82644ebf324a,cddc9865-86f2-4c4a-a443-62881a016ae3,c5,c4,26,?,?,surb={'id': '340ca36c-e8d2-47bd-be50-0c4f5cc674b8', 'route': ['p1', 'e8', 'i12', 'x4', 'p2', 'c5']}
1769446902.0722241,RECEIVED,97026f93-82a1-4d44-821e-3bfdb7b8861f,00cb53c2-2cd8-4192-befb-173105eac3c8,c4,c5,27,p2,?,surb={'id': 'e8cbb4e7-0cde-4ae9-9311-bd11af000873', 'route': ['p2', 'e6', 'i5', 'x1', 'p1', 'c4']}
1769446902.5114377,RECEIVED,27c06e68-b90a-4897-926e-aceb16010ae3,4cf76490-9a21-4e6e-8447-de9718d48a51,c1,c5,26,p2,?,surb={'id': '79e9cb5f-93d1-4eb8-b5ff-16626f077e49', 'route': ['p2', 'e10', 'i2', 'x8', 'p1', 'c1']}
1769446902.677985,RECEIVED,ac370d9c-85e5-485b-8e5d-d5cacb089e9d,2ccfa93b-71a7-4014-be18-c30b0c4fc57d,c4,c5,27,p2,?,surb={'id': 'c6afb030-68f9-4558-a92c-84ac61d745f2', 'route': ['p2', 'e10', 'i11', 'x12', 'p1', 'c4']}
1769446902.6829827,RECEIVED,79c3aeab-ddc9-4578-9715-426942401e66,2d2a07e6-43fe-4c30-a55b-08761da8f3c1,c1,c5,27,p2,?,surb={'id': '3ae0da31-5538-46c4-b32d-b02a03f9bcad', 'route': ['p2', 'e7', 'i7', 'x5', 'p1', 'c1']}
1769446903.0941095,RECEIVED,fcdbf5e0-4448-4fa3-a6f9-5fa344f54a82,d7a5c153-048f-46af-8824-92876c6df341,c4,c5,26,p2,?,surb={'id': '81c7e10d-7048-4f71-9078-878ece9093f4', 'route': ['p2', 'e5', 'i2', 'x6', 'p1', 'c4']}
1769446903.1135247,RECEIVED,0d960454-816e-4605-85b0-56a4503027dd,69a0e701-8c57-4bdf-81d2-ff573103d901,c1,c5,26,p2,?,surb={'id': '54b668c3-5f6c-46c1-82c9-aa72a37e68d9', 'route': ['p2', 'e3', 'i1', 'x7', 'p1', 'c1']}
1769446903.1461406,RECEIVED,326743e8-05d5-460b-8434-b171e022c88c,5f337699-7edf-47c4-86e5-c23be0608361,c4,c5,26,p2,?,surb={'id': '33465d55-c384-48d7-997e-3762ea8f4205', 'route': ['p2', 'e10', 'i11', 'x9', 'p1', 'c4']}
1769446903.1622496,RECEIVED,f1d9bb29-e91b-4ee0-919a-8f74ab09c0f7,02770af9-af14-4273-a75a-9e8f1fdd5ce1,c1,c5,27,p2,?,surb={'id': '9118720f-445a-403f-8623-2c7b0a4f8d2e', 'route': ['p2', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769446903.2289734,RECEIVED,15977e9c-9d30-4ce5-8a34-c0109ca60045,d1157b20-9a1e-4531-9a1c-516c267815af,c4,c5,27,p2,?,surb={'id': '5166e00c-6f4c-4009-88b5-c305c6d18d39', 'route': ['p2', 'e2', 'i9', 'x1', 'p1', 'c4']}
1769446903.2398167,RECEIVED,6958690a-1021-442f-a7a5-0f827bfb5f8d,ff804c57-b63a-4ebc-9cb9-1a518d1e54a3,c4,c5,27,p2,?,surb={'id': 'a1a2954c-721a-4295-a58f-38411d04697f', 'route': ['p2', 'e10', 'i1', 'x1', 'p1', 'c4']}
1769446903.3613718,SENT,07f40cdf-0fe7-4807-a75d-cca8d6a374c8,bbdd32b0-ffd4-4ca1-898b-c60cc38b1bb7,c5,c4,3383,?,p2,
1769446903.3617759,CREATED,8ac0c729-590b-4810-819e-72ce10065af8,3c85053a-833f-4a3a-b49d-a33fd25d0b43,c5,c4,27,?,?,surb={'id': '33925e4c-c092-481d-a19e-d6a957fde5b3', 'route': ['p1', 'e5', 'i4', 'x7', 'p2', 'c5']}
1769446903.4081984,SENT,fb7a8233-3eb4-4f13-98a1-f338fb2eac43,2c703132-d150-4064-9564-a93e3fc804f5,c5,c4,3358,?,p2,
1769446903.4082694,CREATED,26ed6594-b6a7-448f-858d-ac8a836c1295,03c96950-17c4-4ad9-9a4f-8f518819edd2,c5,c4,27,?,?,surb={'id': '7611d5fd-fb96-4358-9fdb-0b1f2e50caff', 'route': ['p1', 'e11', 'i2', 'x2', 'p2', 'c5']}
1769446903.5069802,RECEIVED,5d2035a3-3154-4df8-baa6-dadb4ebdd2ce,88a22b55-b923-478b-8866-9e12fa4e0865,c4,c5,27,p2,?,surb={'id': '6fcd6230-6442-438b-a729-b1780093b639', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769446903.5905757,SENT,e0bdbd05-87a4-4dc1-aee0-8ff409ed850c,8433522d-234b-4c0b-901b-07bac3cfe5c4,c5,c4,3382,?,p2,
1769446903.5906334,CREATED,42e0274b-7111-4330-9113-9139319b3f60,ff6a72e8-c1e4-4837-8b19-2956ba38531d,c5,c4,27,?,?,surb={'id': 'ecd1edd9-d99e-43d3-bb0d-5c5e0a994d7a', 'route': ['p1', 'e1', 'i9', 'x4', 'p2', 'c5']}
1769446903.6095412,RECEIVED,e9d6e724-ec7c-48cd-8c8b-10cbb10c501c,d19ba6e1-bd68-40c2-aaa1-88e206acaa0a,c1,c5,27,p2,?,surb={'id': '5d9cd2e6-2b24-4a60-ac37-f878c1377d23', 'route': ['p2', 'e2', 'i1', 'x6', 'p1', 'c1']}
1769446903.7155294,RECEIVED,2d265613-8e27-4483-9c74-cd3171e09243,9a157c37-9a9e-4350-8ed5-611d26f9bfdd,c1,c5,27,p2,?,surb={'id': 'f68cf45e-daf0-4d81-bb91-c7445b0050be', 'route': ['p2', 'e3', 'i12', 'x12', 'p1', 'c1']}
1769446903.9456377,RECEIVED,90d5cc6d-7d93-40d0-bd41-20d39d3a48a0,459b283e-b262-4066-846a-3199edbfbab4,c1,c5,26,p2,?,surb={'id': '7125a8bd-a8b9-4477-9ec8-42384134f879', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c1']}
1769446904.3277526,RECEIVED,3b4da654-bfa0-4c6a-b9a1-d3d2db41e31a,cc6c1cda-5c53-41d4-9a4f-90efb3034d41,c1,c5,27,p2,?,surb={'id': 'bff01a95-ee0a-4567-958c-713e2f77ca82', 'route': ['p2', 'e6', 'i8', 'x1', 'p1', 'c1']}
1769446904.4349492,SENT,22d27061-2107-4fac-a017-4e18dfbd5232,19ffea13-a843-426a-9202-43ed46cdf313,c5,c4,3375,?,p2,
1769446904.4350011,CREATED,92595802-6a84-4f3b-ac2f-4b43043f42a1,4172ec47-ec13-485f-b86c-85243a414c6e,c5,c4,27,?,?,surb={'id': 'beea0e5e-ab7e-4b5c-a9b6-875bef96ef46', 'route': ['p1', 'e4', 'i1', 'x11', 'p2', 'c5']}
1769446904.5435584,RECEIVED,e32beacd-e38a-476b-8858-78159d194689,0c46b687-f117-4745-a482-7c8cfd965d6a,c1,c5,26,p2,?,surb={'id': '9409276d-dc02-4fed-92d5-c66543f6b7c1', 'route': ['p2', 'e6', 'i10', 'x2', 'p1', 'c1']}
1769446904.608295,SENT,8927bd8b-e26d-49d1-887d-719cac23d844,e31c0a59-45a5-4735-a22a-3b68593edd44,c5,c4,3392,?,p2,
1769446904.6083472,CREATED,fab5b46e-1ac9-41da-b118-371d84da514c,d54aeff4-8efd-4094-80bf-c4a13c54aa7c,c5,c4,27,?,?,surb={'id': 'cbd4df32-8bb8-41dd-b1dc-593e22135cb8', 'route': ['p1', 'e3', 'i10', 'x10', 'p2', 'c5']}
1769446904.6551607,RECEIVED,1e65f1b2-fe68-4a92-b59d-411a74c23229,1dd34067-8557-4ded-84cc-e963ff235451,c1,c5,27,p2,?,surb={'id': 'b863870a-d3ff-4039-978a-e4264e8fb874', 'route': ['p2', 'e3', 'i5', 'x12', 'p1', 'c1']}
1769446904.7112975,SENT,e9f70007-28dd-432a-b578-9ddd30f2e633,81ed5ef2-3dfd-40f9-899e-8b4e7b731161,c5,c4,3371,?,p2,
1769446904.7113733,CREATED,4e7a6395-77c6-4a01-9564-398ae08d8b71,abe16a0c-917f-462f-ad01-0d07650fee76,c5,c4,27,?,?,surb={'id': '82da1ec0-2c3e-45e3-809c-5ef1141361de', 'route': ['p1', 'e3', 'i1', 'x1', 'p2', 'c5']}
1769446904.8251512,RECEIVED,f8bcb9fb-720f-44a4-8cc9-ef44d04f2b49,4e8ea307-f4ef-4c97-a5d3-99f168431354,c4,c5,27,p2,?,surb={'id': '434e4ba8-d4af-4f44-a953-91f67fdbfe25', 'route': ['p2', 'e12', 'i2', 'x12', 'p1', 'c4']}
1769446905.7051506,SENT,750fc496-9504-4f82-be59-5fb6b5a1b735,8b7a1f8e-103c-41e9-8634-445ea94bf837,c5,c4,3405,?,p2,
1769446905.7053022,CREATED,7b9918ee-562b-4516-bd71-0837c58ebb48,185d23bb-5b82-4940-a59b-2086e620a8c8,c5,c4,27,?,?,surb={'id': 'acbc1644-4b8c-4bab-8e30-c7a7dd5e9cd7', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c5']}
1769446905.9352446,SENT,3408d86c-d503-4c62-afa8-db7f02258ab4,438c8780-fbeb-4263-a57a-fafdd2dd0ca2,c5,c4,3382,?,p2,
1769446905.935397,CREATED,66f5f7bb-2993-482f-8174-d604dbda64bf,7e395ccc-17b5-4b2f-abe0-74108b49e1a5,c5,c4,27,?,?,surb={'id': 'fe70a162-2661-4310-a3e3-0b6d9a1c687c', 'route': ['p1', 'e1', 'i9', 'x2', 'p2', 'c5']}
1769446906.0285537,RECEIVED,7b6e2421-c597-4b2b-8d39-59c53649f94d,c758ea57-8d32-4f65-a31f-45a2238580e3,c1,c5,27,p2,?,surb={'id': '4d975205-13ee-4523-b2b2-68dd47a11c19', 'route': ['p2', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769446906.1317074,RECEIVED,99aa85ff-0b70-41ba-8686-e1953ad32e78,0c7fd72f-a5c4-4b5d-8d2d-5a26921c1059,c1,c5,26,p2,?,surb={'id': 'd75c99d1-b48b-4480-b63d-cff9fc1e86ff', 'route': ['p2', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769446906.2914271,RECEIVED,23fba6bd-8209-4607-840f-543b6ff78b89,c756871f-bcb8-48b2-8112-fcb89a4dd7c9,c1,c5,27,p2,?,surb={'id': '6309c658-aa64-47b1-abac-7ab014326cac', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c1']}
1769446906.340754,RECEIVED,fe62d621-99d6-402c-a288-e41c2fd363e6,f5a2362b-1222-462a-9641-32d7854a0ad1,c4,c5,26,p2,?,surb={'id': '65e2f069-3e98-4c94-92ad-f2c83e50e774', 'route': ['p2', 'e10', 'i10', 'x9', 'p1', 'c4']}
1769446906.3920126,RECEIVED,e58311bb-3d07-4003-8286-103d61662a80,9e8bf802-66b0-4667-b82c-cbd44aaf81d9,c4,c5,26,p2,?,surb={'id': 'a38d3867-627e-4aab-a5df-d6a689e50ee3', 'route': ['p2', 'e5', 'i9', 'x10', 'p1', 'c4']}
1769446906.4610102,SENT,9f2b5c36-dd9c-4fc1-9bfe-88bf6fc4a6ec,c71d6b4d-50cb-4449-ae02-74222331d21c,c5,c4,3388,?,p2,
1769446906.4612021,CREATED,0f53f0f3-ac5e-49a1-b09b-844253cd0cb8,068c4f5b-18fa-4555-a7f4-ed837ea1fc61,c5,c4,27,?,?,surb={'id': 'a1efe5cf-1808-4901-a8a3-1adb34b9b285', 'route': ['p1', 'e4', 'i11', 'x12', 'p2', 'c5']}
1769446906.9245672,RECEIVED,6ef6f40b-def3-45bb-ad57-37c9e6d993c2,089fc4f9-c212-48e0-b333-3267d4654a41,c4,c5,26,p2,?,surb={'id': '23189315-014b-4773-b877-f3524dd05cb6', 'route': ['p2', 'e8', 'i5', 'x3', 'p1', 'c4']}
1769446907.1045206,SENT,bbe8ff63-4e8d-4103-a635-27b9d17d3be2,b50a64b5-bc8f-4900-a676-a01df150e678,c5,c4,3364,?,p2,
1769446907.10467,CREATED,d852b0e5-fd5d-46c2-9a75-faef5e103b59,340aaebe-d127-40f6-8e01-3d90a5dd0f61,c5,c4,27,?,?,surb={'id': '97bc34cf-7826-4138-b483-3516467a345f', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769446907.4944308,RECEIVED,63603cb2-f525-4a41-8045-ff60f78f3cb1,eb3b5ed1-5de7-4621-8b62-a6c8bd81ac60,c4,c5,27,p2,?,surb={'id': 'b4e87027-3184-4caf-8c03-8f5aa6734ed4', 'route': ['p2', 'e5', 'i5', 'x1', 'p1', 'c4']}
1769446907.758719,RECEIVED,2c8e25da-5842-4582-a4ef-4cf7da9948f2,4b18b968-4d7b-4f86-a38d-f749736e3e81,c1,c5,27,p2,?,surb={'id': '7352e2c9-9c49-4bd6-b814-c6055ee7f5e3', 'route': ['p2', 'e9', 'i6', 'x10', 'p1', 'c1']}
1769446907.8386304,RECEIVED,beb52664-e2fb-40de-ad94-04b2b7c3f589,fd2905f7-2f4c-4ca4-85a7-5c14f7b6ce82,c4,c5,27,p2,?,surb={'id': 'b4a46d3b-6649-4e50-b22f-b65460a7c106', 'route': ['p2', 'e11', 'i4', 'x6', 'p1', 'c4']}
1769446908.0616755,SENT,e66733a3-2800-42f5-9c0b-a9bde9f1b559,404ec080-4d2d-422a-a486-e81755004d0f,c5,c4,3388,?,p2,
1769446908.0618198,CREATED,5416672d-2999-4e50-b19e-340d2799697d,350f8f6c-d6c2-48e6-8e3e-b121a614af9f,c5,c4,27,?,?,surb={'id': '3d015024-7f1c-4241-a435-1f79947290d2', 'route': ['p1', 'e6', 'i9', 'x8', 'p2', 'c5']}
1769446908.071026,RECEIVED,e3a98a2b-d9e0-4838-bccf-62de7ff167dc,6d679d96-9890-4a74-bab4-9c1c0eae32a8,c1,c5,27,p2,?,surb={'id': 'f3d0ff1d-cfc3-4880-b9fc-1ec1bc2e0c91', 'route': ['p2', 'e11', 'i1', 'x3', 'p1', 'c1']}
1769446908.0840316,RECEIVED,e28c11e2-2287-41ff-8251-1b93f20e56c0,a8f773bf-eeaf-4f79-a681-582f41964641,c1,c5,27,p2,?,surb={'id': '5d0c1aaf-8bc8-400d-aeeb-def8411deaea', 'route': ['p2', 'e2', 'i6', 'x4', 'p1', 'c1']}
