timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769467937.4106207,SENT,09559b6b-32ac-47cb-9252-bfe5ebb96c71,4420d907-f034-49bf-9375-0ebd5a9ee412,c1,c2,3396,?,p1,
1769467937.41081,CREATED,5ee8f046-e49c-4fdf-90b4-12e18eb66437,44e8a973-b5eb-49a8-a1f2-e44c03c52d34,c1,c2,27,?,?,surb={'id': '625ccfc2-d2d3-475e-a17a-46475dac0c92', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c1']}
1769468502.7457323,RECEIVED,611d7acf-7fc4-4146-afa4-b887d1edaa68,71013d78-c74c-4f70-8b8e-65f0e4f0e483,c3,c1,27,p1,?,surb={'id': '69cb6835-73dd-459b-ade0-027e03b37e1a', 'route': ['p1', 'e5', 'i9', 'x6', 'p3', 'c3']}
1769468503.2595801,SENT,f13129da-7e96-414a-8ae1-6cf2671accf4,734b40c3-38e1-4416-af39-cfd61abd7fbe,c1,c2,3403,?,p1,
1769468503.2597678,CREATED,ac84258a-7b16-4393-8112-1f0e57f4550a,5b82c2a9-52c9-4b39-9ba2-c93ba9a53451,c1,c2,26,?,?,surb={'id': '047c6e21-e7aa-42e1-b4e1-1fc7f8b0def8', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c1']}
1769468503.4293013,RECEIVED,a1fd23b6-9dc1-4dae-b667-07e05c3470b3,b1b845ab-3fc3-4daa-b5be-c2e250e8ed5b,c3,c1,27,p1,?,surb={'id': 'fd8f0b65-90e1-49a4-bf5f-92a913ae7e6c', 'route': ['p1', 'e2', 'i9', 'x9', 'p3', 'c3']}
1769468503.526756,RECEIVED,fdba35a3-d491-44df-b937-e75bf188fd86,d1c6944e-a927-4943-9932-8298f5418d02,c3,c1,26,p1,?,surb={'id': 'a3801194-7a73-417f-a7bb-ec8f38ecc916', 'route': ['p1', 'e12', 'i9', 'x4', 'p3', 'c3']}
1769468503.8112097,RECEIVED,01d40258-40d5-4cdf-85c3-f424aa88b20f,fa1a4e9f-6d52-4f59-974e-9c4cb5b921df,c3,c1,27,p1,?,surb={'id': '5bbfcc19-bc97-4a5d-a050-56045f5c37f8', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769468503.916509,SENT,ddee7f67-2273-4783-b75a-0ee29b370280,61e916de-1bcb-47c1-8aec-66144020ea66,c1,c2,3383,?,p1,
1769468503.9166336,CREATED,0e2499fe-4ac4-4834-836f-fe8587e91db5,fd0c3411-b643-4e02-a470-c1a3aabc1312,c1,c2,27,?,?,surb={'id': 'f3310b11-07a7-4ea8-8494-7e0d2e8d149f', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769468504.105754,SENT,131c5265-b7b8-4b18-ac86-7588adeafb6a,16dbcc02-2736-46cc-816e-2e56530e7bed,c1,c2,3375,?,p1,
1769468504.1058893,CREATED,92de36a6-631a-465b-9aef-b8a9b078d04a,fd0c3411-b643-4e02-a470-c1a3aabc1312,c1,c2,27,?,?,surb={'id': 'f3310b11-07a7-4ea8-8494-7e0d2e8d149f', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769468504.4781842,SENT,a4c34c9d-ea80-485e-ade0-451c011edc3a,7c84ae7a-3136-4aaa-abd9-4e6f7550eb26,c1,c2,3355,?,p1,
1769468504.478342,CREATED,e5450d0c-ed00-4936-b953-95ab865e6b04,8651a918-2479-4a22-b8e9-53acc950ffd4,c1,c2,26,?,?,surb={'id': '491e3359-55dd-4645-9578-efdc130fb31a', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c1']}
1769468504.5453222,RECEIVED,25c28686-15da-42df-a378-e416e1ca776a,fa1a4e9f-6d52-4f59-974e-9c4cb5b921df,c3,c1,27,p1,?,surb={'id': '5bbfcc19-bc97-4a5d-a050-56045f5c37f8', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769468504.5967252,RECEIVED,aa393358-561c-4618-816f-3e5cce468555,c7468eb9-1307-468f-9d47-4c517d612d84,c3,c1,27,p1,?,surb={'id': '681ede22-1294-4159-8093-977ee08e164f', 'route': ['p1', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769468504.8538585,RECEIVED,6f846ff0-9dd1-4d2c-9350-c60c4b047dd6,b1b845ab-3fc3-4daa-b5be-c2e250e8ed5b,c3,c1,27,p1,?,surb={'id': 'fd8f0b65-90e1-49a4-bf5f-92a913ae7e6c', 'route': ['p1', 'e2', 'i9', 'x9', 'p3', 'c3']}
1769468505.1275625,SENT,eeb4d593-1f13-4678-920c-ca4fa18fb648,80a170dc-fbd4-4b08-9e87-91077ff3acf1,c1,c2,3359,?,p1,
1769468505.1277006,CREATED,81cab530-335e-4573-b5b0-80e103e0c732,8651a918-2479-4a22-b8e9-53acc950ffd4,c1,c2,26,?,?,surb={'id': '491e3359-55dd-4645-9578-efdc130fb31a', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c1']}
1769468505.2166543,SENT,d7698090-6a27-4075-a60f-220833d49519,7fa47f08-bc8c-4a21-8ee3-c763bfad6129,c1,c2,3396,?,p1,
1769468505.2167873,CREATED,46ae11d8-ff55-4a41-9c04-86ab46e61c90,47c1f9c2-af71-4cf6-8f99-3239931c57e3,c1,c2,27,?,?,surb={'id': '1f10a3b5-55f6-45c9-a395-8c44fe2e87ce', 'route': ['p2', 'e11', 'i3', 'x5', 'p1', 'c1']}
1769468505.3549428,RECEIVED,2783338a-e960-4265-8cf3-d020e562d544,f9763c28-a08a-4272-8ecf-c14a711e2838,c3,c1,27,p1,?,surb={'id': 'a529e511-834e-4f9c-862b-bde8c5662475', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769468506.1329727,SENT,36d58f99-4d2a-4251-a0d9-f1bb963941ff,21e64c5f-ac05-4cc7-a73e-a806614b8285,c1,c2,3368,?,p1,
1769468506.134028,CREATED,20249dc4-c1ca-482b-9375-0ac6e186340c,47c1f9c2-af71-4cf6-8f99-3239931c57e3,c1,c2,27,?,?,surb={'id': '1f10a3b5-55f6-45c9-a395-8c44fe2e87ce', 'route': ['p2', 'e11', 'i3', 'x5', 'p1', 'c1']}
1769468506.1437633,SENT,eae01b1b-e69a-461b-a923-9402438833ac,fb43aa52-8480-4721-90ab-6b891a07ff39,c1,c2,3371,?,p1,
1769468506.1439106,CREATED,505eedae-26b5-4e60-a7f6-fec0dce7c4f4,ad2f8011-205c-45f7-a4a9-f602db3fc075,c1,c2,27,?,?,surb={'id': '7814782f-be82-48b9-9d43-a559500741dd', 'route': ['p2', 'e1', 'i8', 'x8', 'p1', 'c1']}
1769468506.9618273,RECEIVED,57b60b4c-8e41-4cf5-a44a-1f635fb40e1f,89647b0f-5320-4d0b-b9c5-303133bae326,c3,c1,27,p1,?,surb={'id': '6f1a01e5-c26a-4ac3-aa12-7f19342fb114', 'route': ['p1', 'e7', 'i4', 'x8', 'p3', 'c3']}
1769468507.0429983,RECEIVED,cb8de1e9-344c-4737-8a9a-2624a9d56a0a,9dbd7c9d-24c1-4a66-bb0b-0421fc828766,c3,c1,27,p1,?,surb={'id': 'f89b2c08-692e-410a-95ec-f9457cb7ee2e', 'route': ['p1', 'e6', 'i2', 'x1', 'p3', 'c3']}
1769468507.2822154,RECEIVED,8d82c486-6547-4764-aa64-2cc0e6c129bb,f9763c28-a08a-4272-8ecf-c14a711e2838,c3,c1,27,p1,?,surb={'id': 'a529e511-834e-4f9c-862b-bde8c5662475', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769468507.422992,SENT,216ec759-bd59-4dd6-978a-3a103a89861b,80454833-1071-475f-aa45-15fce1b234e1,c1,c2,3384,?,p1,
1769468507.4231548,CREATED,8aa07f4d-84f6-4259-8f29-f3c0234a35e7,ad2f8011-205c-45f7-a4a9-f602db3fc075,c1,c2,27,?,?,surb={'id': '7814782f-be82-48b9-9d43-a559500741dd', 'route': ['p2', 'e1', 'i8', 'x8', 'p1', 'c1']}
1769468507.568951,SENT,40eea7b0-ee29-49bd-89c4-61384d625cc8,2bc18329-e01f-48d0-89de-b6fa43e9cf8a,c1,c2,3360,?,p1,
1769468507.5691075,CREATED,fbb765b8-e3a6-4a1b-a1f4-f6176f1066c1,12b9f794-5f81-4f3b-97e3-ef6763c0baeb,c1,c2,27,?,?,surb={'id': '8844ce8e-a2e2-4b49-ab37-3d0b39f043ac', 'route': ['p2', 'e3', 'i6', 'x3', 'p1', 'c1']}
1769468507.5834737,RECEIVED,5758e298-faf9-4280-b3fd-3229a6f80928,556fd609-d2ee-4158-adaf-d587a2f10e1e,c3,c1,27,p1,?,surb={'id': 'a4e3473d-c072-4282-aec2-debe248c750a', 'route': ['p1', 'e1', 'i5', 'x10', 'p3', 'c3']}
1769468507.6382663,RECEIVED,c623f758-22f8-4465-9b97-9647c55078cb,556fd609-d2ee-4158-adaf-d587a2f10e1e,c3,c1,27,p1,?,surb={'id': 'a4e3473d-c072-4282-aec2-debe248c750a', 'route': ['p1', 'e1', 'i5', 'x10', 'p3', 'c3']}
1769468507.722773,RECEIVED,59ea4460-3fcd-43ae-b3d4-809ee01d397f,823fb176-7b4e-4ba4-8e19-6d504fbc5d38,c3,c1,27,p1,?,surb={'id': '0ef61554-fb3c-4757-838b-ceb46afbc291', 'route': ['p1', 'e12', 'i10', 'x12', 'p3', 'c3']}
1769468507.7359962,SENT,31b2f53b-78b8-4fab-81df-7b879052bc29,02898349-31ad-4b01-a76b-8e5eafcb8c83,c1,c2,3384,?,p1,
1769468507.7361805,CREATED,d6a1a7bb-723a-49d2-83f5-73fd1d7d6d2f,12b9f794-5f81-4f3b-97e3-ef6763c0baeb,c1,c2,27,?,?,surb={'id': '8844ce8e-a2e2-4b49-ab37-3d0b39f043ac', 'route': ['p2', 'e3', 'i6', 'x3', 'p1', 'c1']}
1769468507.8176274,SENT,06ee43b1-1ac7-475c-bf9f-75929872c49b,c1e26954-e0dd-4015-a6d3-587344ee36a1,c1,c2,3359,?,p1,
1769468507.8177028,CREATED,693933de-65bb-42e0-8e0f-405a990ed73e,4a1ecaca-9a98-4576-907e-ab032115dd48,c1,c2,26,?,?,surb={'id': '6eeb02d8-70b2-4824-876f-f2e17dd07679', 'route': ['p2', 'e9', 'i7', 'x3', 'p1', 'c1']}
1769468508.086109,RECEIVED,622bb2ea-af29-449b-83d1-eb04a202a40e,15ce476c-78f7-4cf8-81ff-a120de30210a,c3,c1,27,p1,?,surb={'id': 'a44748fd-9a06-4914-b515-b7965f728b1c', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769468508.2593944,RECEIVED,f33b3dbf-05f3-4784-943e-3bacefafa498,9dbd7c9d-24c1-4a66-bb0b-0421fc828766,c3,c1,27,p1,?,surb={'id': 'f89b2c08-692e-410a-95ec-f9457cb7ee2e', 'route': ['p1', 'e6', 'i2', 'x1', 'p3', 'c3']}
1769468508.265459,SENT,cbcfe632-da29-40b0-85ff-ae5e735f8974,2f73c16d-2000-484e-b807-975b5d30030e,c1,c2,3385,?,p1,
1769468508.2655952,CREATED,41cabe04-c92e-43a4-b934-88dde749f98d,4a1ecaca-9a98-4576-907e-ab032115dd48,c1,c2,26,?,?,surb={'id': '6eeb02d8-70b2-4824-876f-f2e17dd07679', 'route': ['p2', 'e9', 'i7', 'x3', 'p1', 'c1']}
1769468508.7643363,RECEIVED,f288bf51-e7ab-4327-bc1f-322496ef1f88,c81093d9-dbb1-4383-9ad9-9a84ac101a34,c3,c1,27,p1,?,surb={'id': '7092cf73-a256-48f7-bf06-f0054ac93bc9', 'route': ['p1', 'e6', 'i2', 'x5', 'p3', 'c3']}
1769468508.8042622,SENT,dd3a91b8-c86b-486f-bacc-61a4472928d6,8374c085-a43f-45c8-97d9-f7a215140255,c1,c2,3396,?,p1,
1769468508.8043246,CREATED,8361180d-24ec-4ac4-a7ed-76968973f915,d7d84808-3b28-474d-b934-6649ce8e4ad7,c1,c2,27,?,?,surb={'id': 'ef107781-5a2d-45d5-b14b-099a51b9221c', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769468508.8486753,RECEIVED,ebb1589d-8f4b-4c4f-92ca-97140fdbb882,4af29aef-c1e1-43ba-ab23-a42e5997735a,c3,c1,26,p1,?,surb={'id': 'c563a795-de76-4b4d-b50d-fcd13b8e07a1', 'route': ['p1', 'e3', 'i6', 'x5', 'p3', 'c3']}
1769468509.0899897,SENT,844d9287-3ef8-46e7-8896-d8bff32727d8,4c1085ad-3017-4abd-8e11-264173be1148,c1,c2,3380,?,p1,
1769468509.0902257,CREATED,0e4d919e-2ad3-4ee0-b375-ead993e6cc8c,d7d84808-3b28-474d-b934-6649ce8e4ad7,c1,c2,27,?,?,surb={'id': 'ef107781-5a2d-45d5-b14b-099a51b9221c', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c1']}
1769468509.748664,RECEIVED,8ee75a56-f57e-4456-816d-362183330ced,fef8fe63-5a7c-449d-9a6f-f767b9c0f347,c3,c1,26,p1,?,surb={'id': 'f85240ac-719f-4d33-9d00-7bb99a7b863f', 'route': ['p1', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769468510.0000443,RECEIVED,c11191ce-b27f-4124-bc06-39f10bd07205,c81093d9-dbb1-4383-9ad9-9a84ac101a34,c3,c1,27,p1,?,surb={'id': '7092cf73-a256-48f7-bf06-f0054ac93bc9', 'route': ['p1', 'e6', 'i2', 'x5', 'p3', 'c3']}
1769468510.1857078,RECEIVED,7241ab02-e7e0-4e36-89f2-3089600848b6,8ff109ff-cfba-4329-bed3-29f9dfa74451,c3,c1,27,p1,?,surb={'id': '6bd61ab1-a362-4ffa-8f49-db15abb73730', 'route': ['p1', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769468510.2302766,RECEIVED,9bcbe582-c7e6-4d1b-b961-0fed443f71cd,db4d1694-66e9-4302-bd2f-3cc0835d7191,c3,c1,27,p1,?,surb={'id': 'c833e4f4-43da-4d85-9c57-d656e954bfcb', 'route': ['p1', 'e12', 'i3', 'x7', 'p3', 'c3']}
1769468510.5150397,SENT,ea0f6516-dd9e-45c9-adbd-5fb1f25b4826,bb0ae337-50e0-4cfb-aa18-571b370c7cf0,c1,c2,3391,?,p1,
1769468510.5151622,CREATED,c5483b2e-b4e7-480d-b7d2-f6c69ec50f95,6695bc3b-7ee9-4a9b-ac45-913758039546,c1,c2,27,?,?,surb={'id': '7fa675d7-37af-4685-b3f9-9a344ad19b02', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c1']}
1769468510.7853053,RECEIVED,97710c15-c147-4065-a894-f990841f02f2,db4d1694-66e9-4302-bd2f-3cc0835d7191,c3,c1,27,p1,?,surb={'id': 'c833e4f4-43da-4d85-9c57-d656e954bfcb', 'route': ['p1', 'e12', 'i3', 'x7', 'p3', 'c3']}
1769468511.010846,SENT,86047b73-3bd3-4bdd-a2ec-578986f97dde,558c3f94-2663-4fb0-b9d3-2d3bb164341c,c1,c2,3391,?,p1,
1769468511.0109408,CREATED,c9974e56-c90c-4b0f-b693-14d7295e2236,6695bc3b-7ee9-4a9b-ac45-913758039546,c1,c2,27,?,?,surb={'id': '7fa675d7-37af-4685-b3f9-9a344ad19b02', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c1']}
1769468511.254951,RECEIVED,214bdaf9-77d0-4953-854a-94af69cb7365,15ce476c-78f7-4cf8-81ff-a120de30210a,c3,c1,27,p1,?,surb={'id': 'a44748fd-9a06-4914-b515-b7965f728b1c', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769468511.5920067,RECEIVED,61700fce-8995-486e-8812-14de87799fae,1b069847-3fad-49a9-a583-3aa13fa92bc7,c3,c1,27,p1,?,surb={'id': '519eef4a-f35c-496b-9d76-c4c6f6d42277', 'route': ['p1', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769468511.652326,SENT,bf515d23-acfc-415b-9758-f04f0ee92f8a,43b26f0a-7bd1-486d-8c19-f2f9b14c4227,c1,c2,3384,?,p1,
1769468511.652455,CREATED,c12c4857-a383-4b31-8d82-766bc7b1166b,1921174e-8090-49a5-83c8-62193a52c36f,c1,c2,27,?,?,surb={'id': 'b02ebf0f-573d-4a7a-9a33-17756317ba75', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c1']}
1769468511.8380766,SENT,5acb917a-acf7-461a-b1ee-cce29b29ffe3,f12ccf03-6477-4bca-aeb9-a42ab084eab5,c1,c2,3387,?,p1,
1769468511.8381898,CREATED,ada4a085-0d0b-4e62-a39a-9942f5b0bbcf,1921174e-8090-49a5-83c8-62193a52c36f,c1,c2,27,?,?,surb={'id': 'b02ebf0f-573d-4a7a-9a33-17756317ba75', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c1']}
1769468511.9082105,SENT,0dc4abf8-fea2-4e2f-b75a-36e1aeae28ec,7bb1a2aa-6d61-495a-a1f3-89471c07a192,c1,c2,3396,?,p1,
1769468511.9083226,CREATED,f183d692-d690-4f75-8dec-bfb70dbc278d,043a92ee-109d-4f79-8bc2-5466f12f83d7,c1,c2,27,?,?,surb={'id': '28f2586c-782f-43f9-9e06-443d7215645f', 'route': ['p2', 'e10', 'i3', 'x12', 'p1', 'c1']}
1769468512.0973902,SENT,a0f64eb5-2479-4daa-8752-2fa2814a5055,5602dd9f-3243-4440-a280-6ad9bd9b6521,c1,c2,3388,?,p1,
1769468512.097502,CREATED,da743503-874b-4a07-818c-a5205761ef91,043a92ee-109d-4f79-8bc2-5466f12f83d7,c1,c2,27,?,?,surb={'id': '28f2586c-782f-43f9-9e06-443d7215645f', 'route': ['p2', 'e10', 'i3', 'x12', 'p1', 'c1']}
1769468512.3115666,SENT,4bec8c0f-101b-4835-a82f-e660514d0e3e,85a1adc0-f1e0-4f49-8438-bda335bf77c4,c1,c2,3383,?,p1,
1769468512.3116937,CREATED,ceabf253-24c8-4c41-a0e6-f4f0c2639bed,2667459d-6a80-49e8-a908-6693f0881135,c1,c2,27,?,?,surb={'id': '27d2e640-c71d-4d98-b914-3953ee5a289f', 'route': ['p2', 'e12', 'i8', 'x5', 'p1', 'c1']}
1769468512.4643111,RECEIVED,0ba5a9b0-a8b4-4a8b-b9bc-336fdc54c4ff,1b069847-3fad-49a9-a583-3aa13fa92bc7,c3,c1,27,p1,?,surb={'id': '519eef4a-f35c-496b-9d76-c4c6f6d42277', 'route': ['p1', 'e7', 'i4', 'x5', 'p3', 'c3']}
1769468512.4907386,RECEIVED,ba2bdd62-46e3-4536-afd1-d549742f44ba,8ff109ff-cfba-4329-bed3-29f9dfa74451,c3,c1,27,p1,?,surb={'id': '6bd61ab1-a362-4ffa-8f49-db15abb73730', 'route': ['p1', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769468512.8191168,RECEIVED,0fb80785-2221-4fb2-8098-4f9abbf5c32c,35e51065-aa87-45ee-91b6-3991cdc21a9c,c3,c1,27,p1,?,surb={'id': '179c800e-1dea-49fc-846b-94a022d18cd4', 'route': ['p1', 'e9', 'i11', 'x1', 'p3', 'c3']}
1769468512.9229152,SENT,8263122a-d6df-4920-9e75-ca7983bfd46f,c030fba7-de8e-4723-95da-8579c00e86b4,c1,c2,3384,?,p1,
1769468512.923107,CREATED,5aa3e320-4220-4104-83bd-8a05f8a89e2f,2667459d-6a80-49e8-a908-6693f0881135,c1,c2,27,?,?,surb={'id': '27d2e640-c71d-4d98-b914-3953ee5a289f', 'route': ['p2', 'e12', 'i8', 'x5', 'p1', 'c1']}
1769468512.9968734,RECEIVED,2ef8c9f4-2b18-4621-8b0e-db5cc2a7795e,c13a881e-77c8-46f2-ae28-7314c8eb3a99,c3,c1,26,p1,?,surb={'id': '3fe070f9-0610-4d38-98b6-e77f5e39495c', 'route': ['p1', 'e4', 'i11', 'x10', 'p3', 'c3']}
1769468513.3919888,SENT,d2356c1a-ece5-4a07-92a4-b8a8dd82a585,cddf446f-76f7-4485-af68-5433016190f3,c1,c2,3359,?,p1,
1769468513.3921697,CREATED,08c94a10-4e99-44a1-b8b4-02c9ed803f19,a67de40a-8f50-4528-9043-19dfa3e3bca1,c1,c2,27,?,?,surb={'id': '1b8a58d6-e1e2-4b56-92bc-9f993d11f768', 'route': ['p2', 'e4', 'i6', 'x12', 'p1', 'c1']}
1769468513.425243,RECEIVED,ef1dd498-04a3-47f6-8380-3cc787afce4e,82d1dc9d-7b9c-4798-a094-d074f89a076a,c3,c1,27,p1,?,surb={'id': 'df23bc63-10cb-4fc9-bb98-0fb025e1b9f8', 'route': ['p1', 'e5', 'i8', 'x2', 'p3', 'c3']}
1769468513.4525034,RECEIVED,0f1c6711-1183-4e8e-92a5-93eb6a48ba27,c13a881e-77c8-46f2-ae28-7314c8eb3a99,c3,c1,26,p1,?,surb={'id': '3fe070f9-0610-4d38-98b6-e77f5e39495c', 'route': ['p1', 'e4', 'i11', 'x10', 'p3', 'c3']}
1769468513.4558134,SENT,30765a37-2c1b-40cf-ad64-cc84a29139c5,e6120448-259b-4ada-8b92-a2a08beb36c6,c1,c2,3387,?,p1,
1769468513.4559555,CREATED,c39dc9f8-0bbb-49c2-b6ce-e6f65d22351a,a67de40a-8f50-4528-9043-19dfa3e3bca1,c1,c2,27,?,?,surb={'id': '1b8a58d6-e1e2-4b56-92bc-9f993d11f768', 'route': ['p2', 'e4', 'i6', 'x12', 'p1', 'c1']}
1769468513.644844,RECEIVED,7607a14b-275b-4e51-b452-670db36da3b7,610ef7df-cbab-4a53-9224-8f6a91a25fe2,c3,c1,27,p1,?,surb={'id': '18527b29-30dc-4752-ad3d-fc4b855f7e81', 'route': ['p1', 'e7', 'i11', 'x7', 'p3', 'c3']}
1769468513.733723,SENT,4e2850b9-c9da-45e6-87c8-807e5c0e1443,0d0a97bb-1bf8-41d3-9181-d44f55959de8,c1,c2,3371,?,p1,
1769468513.7338774,CREATED,acc03a5e-c4c8-4ef1-aa0e-398b39f8c4ca,b12cb586-e8a5-469a-a88b-52f387cc971f,c1,c2,27,?,?,surb={'id': 'bc8f292a-375e-4828-9d11-d3327c125f08', 'route': ['p2', 'e8', 'i8', 'x5', 'p1', 'c1']}
1769468514.123463,RECEIVED,4dbdd8fb-29ac-4d15-8e93-1589dafd4a4f,35e51065-aa87-45ee-91b6-3991cdc21a9c,c3,c1,27,p1,?,surb={'id': '179c800e-1dea-49fc-846b-94a022d18cd4', 'route': ['p1', 'e9', 'i11', 'x1', 'p3', 'c3']}
1769468514.1464164,RECEIVED,9120d9c1-f126-44e4-8cb4-bc8b7ed8c7a0,82d1dc9d-7b9c-4798-a094-d074f89a076a,c3,c1,27,p1,?,surb={'id': 'df23bc63-10cb-4fc9-bb98-0fb025e1b9f8', 'route': ['p1', 'e5', 'i8', 'x2', 'p3', 'c3']}
1769468514.9174566,RECEIVED,95a933e6-9dbf-49ae-a13c-2f2dbe613d7c,9a2396f9-4db8-486b-9b35-a22c47a9214a,c3,c1,27,p1,?,surb={'id': '924c58fd-08eb-43cc-b3fa-c0cd7b0fcdda', 'route': ['p1', 'e11', 'i6', 'x6', 'p3', 'c3']}
1769468515.0214946,SENT,18edb4ab-6b45-4f7b-b6b6-5607ee28096c,5fc5fd02-4c3a-4034-9fae-eec5f6eaa3ee,c1,c2,3384,?,p1,
1769468515.021646,CREATED,80ac958d-f8ae-4e15-bc74-90bbefb382ba,b12cb586-e8a5-469a-a88b-52f387cc971f,c1,c2,27,?,?,surb={'id': 'bc8f292a-375e-4828-9d11-d3327c125f08', 'route': ['p2', 'e8', 'i8', 'x5', 'p1', 'c1']}
1769468515.0751655,RECEIVED,29b6c8e2-1f52-4177-b05a-7aa3de943e59,610ef7df-cbab-4a53-9224-8f6a91a25fe2,c3,c1,27,p1,?,surb={'id': '18527b29-30dc-4752-ad3d-fc4b855f7e81', 'route': ['p1', 'e7', 'i11', 'x7', 'p3', 'c3']}
1769468515.1218812,RECEIVED,b6d80d4c-4d9b-4cd0-9816-a6e4b3d20b96,7735a028-34af-478b-b16b-5cdde8cdc4a7,c3,c1,27,p1,?,surb={'id': '090619fc-0668-4469-821f-5e9794fce84f', 'route': ['p1', 'e1', 'i6', 'x9', 'p3', 'c3']}
1769468515.6298604,RECEIVED,56cad231-6f99-4ddd-9cec-d1527f518e0a,9a2396f9-4db8-486b-9b35-a22c47a9214a,c3,c1,27,p1,?,surb={'id': '924c58fd-08eb-43cc-b3fa-c0cd7b0fcdda', 'route': ['p1', 'e11', 'i6', 'x6', 'p3', 'c3']}
1769468517.0119998,SENT,cf9c1151-1fc6-41b1-97ea-bfd8480b0457,08c02a5d-8966-4d6c-bed9-96ae23cc79e2,c1,c2,3399,?,p1,
1769468517.0121887,CREATED,8ef02efb-25b0-436e-97f8-6aa0ddbcb512,4f0b224a-18af-44c9-a2fa-c9d46e13c353,c1,c2,27,?,?,surb={'id': 'e9f01b11-7b44-4d48-b9c0-42dd4244076c', 'route': ['p2', 'e12', 'i12', 'x1', 'p1', 'c1']}
1769468517.141579,SENT,1000f9ce-d983-42a7-b8ad-9e7a8d9b66eb,c43a17b4-5fb8-47d7-afde-9a5256d52aa2,c1,c2,3391,?,p1,
1769468517.1417315,CREATED,0d7aa82f-03d1-4b13-bc44-703de5afc5ba,4f0b224a-18af-44c9-a2fa-c9d46e13c353,c1,c2,27,?,?,surb={'id': 'e9f01b11-7b44-4d48-b9c0-42dd4244076c', 'route': ['p2', 'e12', 'i12', 'x1', 'p1', 'c1']}
1769468517.3339343,RECEIVED,f75e4fa3-c11c-429f-b1fe-26eb4241a3c6,43199e8c-3c91-4e0d-b244-152d4130d825,c3,c1,27,p1,?,surb={'id': '4e13827c-410e-4362-9e38-9d5f6a74bb92', 'route': ['p1', 'e9', 'i1', 'x9', 'p3', 'c3']}
1769468517.6479092,SENT,763df597-9f77-4506-84e3-9aa94873da31,3bff424b-07d9-4340-b66b-d2315fa317b8,c1,c2,3354,?,p1,
1769468517.6484444,CREATED,d773f149-aadd-4de8-a927-feba1325a5fa,dbc03a7e-44b6-48c8-b619-dd8089c54773,c1,c2,25,?,?,surb={'id': 'e3456045-e0b7-49df-915a-8275baa77620', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769468517.6736076,SENT,707b8881-96f3-473c-b4d5-7caf5e736775,8e45248a-c545-4aef-a3bc-5301fd7cb739,c1,c2,3388,?,p1,
1769468517.6739397,CREATED,58ec08c4-6144-4fd3-9c65-fdbb4a23ee9d,dbc03a7e-44b6-48c8-b619-dd8089c54773,c1,c2,25,?,?,surb={'id': 'e3456045-e0b7-49df-915a-8275baa77620', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769468517.8031816,RECEIVED,5dcf0396-0ac0-42f0-aa96-daab62ad9922,43199e8c-3c91-4e0d-b244-152d4130d825,c3,c1,27,p1,?,surb={'id': '4e13827c-410e-4362-9e38-9d5f6a74bb92', 'route': ['p1', 'e9', 'i1', 'x9', 'p3', 'c3']}
1769468517.830657,SENT,91c6c55f-24f8-4381-b07d-ea7aa58d7f37,4a9a2300-e537-40eb-b4ec-483963edcb2e,c1,c2,3390,?,p1,
1769468517.8307598,CREATED,70564289-e88e-4c40-a546-1dd2476b6fc8,4f525e69-788c-4c3a-90f8-20fd41905117,c1,c2,27,?,?,surb={'id': '8646049f-f49b-4f2d-b7c3-25d5271823f7', 'route': ['p2', 'e11', 'i11', 'x3', 'p1', 'c1']}
1769468517.93986,SENT,37c80589-608d-48b8-96f9-66b9a95f6696,3d5f17fa-2ec2-4cbe-88f0-6d56a1303554,c1,c2,3402,?,p1,
