timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769450664.9379861,SENT,087729b9-b10a-430a-b327-091c90111dac,60cdcd92-3ed7-4ada-8acc-1485bc72d98e,c3,DROP,2015,?,p3,
1769450664.9381654,CREATED,c9bbf9b6-19b2-4df2-8019-be5bee931756,c7185022-3fa2-4fd9-b4ac-84badb637c40,c3,DROP,27,?,?,
1769450665.6498256,SENT,cb56f947-efc6-4409-a1af-cc7f583f2204,a2d136c9-fa0a-4dce-9e1f-863f3efbdcac,c3,c1,3365,?,p3,
1769450665.6499984,CREATED,549d2fda-6003-46a6-8f7e-d01507ed2510,ae4327f1-d01f-4b20-b8f1-45b030604ce3,c3,c1,27,?,?,surb={'id': '69381063-9771-430f-9cf6-de87f3d7c6f9', 'route': ['p1', 'e7', 'i5', 'x7', 'p3', 'c3']}
1769451189.2440703,SENT,3924ea38-8376-4073-8cbb-18367d3c6eb2,45363802-b706-4c0c-86eb-6a6a09f62575,c3,c1,3380,?,p3,
1769451189.2441485,CREATED,f6c1d9d4-a2fc-467b-84d4-c6229fe2e830,866e076d-1363-4a61-b72b-1fb8047ba407,c3,c1,27,?,?,surb={'id': '1a8129d0-f7d0-4dfb-a587-3c90bfb30ba4', 'route': ['p1', 'e12', 'i6', 'x3', 'p3', 'c3']}
1769451189.3997898,RECEIVED,e093f187-7065-41cf-a505-1eff94bf46a1,cd0b0986-175c-460b-8819-78adec2f0ea3,c5,c3,26,p3,?,surb={'id': '2cd37566-8482-4b51-b4e3-7e85f11182b3', 'route': ['p3', 'e8', 'i3', 'x12', 'p2', 'c5']}
1769451189.6998608,SENT,0c687f57-0bed-46b3-b3a3-83f574b49a80,47b7e5b0-58ef-4b7d-9afd-32064637ce37,c3,c1,3380,?,p3,
1769451189.6999533,CREATED,1c1b31e7-adcd-4633-bde6-be05d4caaee7,71038026-1cd1-4151-8fa6-7ed798de5b09,c3,c1,27,?,?,surb={'id': '6cef6a49-f177-4f3a-a923-c303f4c9c237', 'route': ['p1', 'e3', 'i4', 'x3', 'p3', 'c3']}
1769451189.7225993,RECEIVED,c033d24f-91f6-4b90-8c41-bc0ad0893240,1913631d-6b67-4f65-9d5a-8f1309061f54,c5,c3,27,p3,?,surb={'id': '72e2ef07-1202-4d4e-ad0c-4c02e18440f4', 'route': ['p3', 'e7', 'i9', 'x8', 'p2', 'c5']}
1769451190.1509087,RECEIVED,e9fc1312-40c6-4ad1-90df-5ef5c4468240,45e72ef0-9a49-43dc-92b3-c2c9e07e54b6,c5,c3,27,p3,?,surb={'id': 'e1929ad1-3726-4935-9c6d-fc85fc6d26c8', 'route': ['p3', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769451190.430367,RECEIVED,ccd62f00-372f-4802-ae27-52bd4c6695e0,b3f07024-2eb3-4cd9-b91f-b69639634b7d,c5,c3,26,p3,?,surb={'id': '7660aec1-8518-4595-a052-a53c9425fea8', 'route': ['p3', 'e7', 'i5', 'x9', 'p2', 'c5']}
1769451190.5913148,RECEIVED,6abb0d96-00ec-4fca-81e5-309f81f82c70,153df7c7-1c99-4327-a948-9c017b059de2,c5,c3,27,p3,?,surb={'id': 'dce946e5-b006-4b88-af1e-e9ae60468b2e', 'route': ['p3', 'e5', 'i4', 'x10', 'p2', 'c5']}
1769451190.6635847,SENT,1941a320-14fc-40de-8d5f-d98b7866841a,c07fca30-05c7-4b29-ba52-9f7beed1e48e,c3,c1,3360,?,p3,
1769451190.6636384,CREATED,5aa4a782-9710-4d54-be04-9bfbdb3d45e3,2abe974c-b58b-45d4-bc9f-2700093c0c62,c3,c1,26,?,?,surb={'id': 'e1126fe9-01b0-4467-9f08-3e9dfb995bbd', 'route': ['p1', 'e12', 'i5', 'x7', 'p3', 'c3']}
1769451190.6816647,RECEIVED,e8a63570-35f7-4468-b0d9-f63313b06d99,7169f370-a5a7-4dc1-a343-2dd71150b5a1,c5,c3,27,p3,?,surb={'id': '60526b67-0a2c-48f2-a725-35e262e06598', 'route': ['p3', 'e11', 'i9', 'x8', 'p2', 'c5']}
1769451190.856404,SENT,6f27871f-5ec4-493e-b6d7-61d61f355231,bdcd8cb6-8231-418b-bce3-1380b19674ee,c3,c1,3403,?,p3,
1769451190.8565042,CREATED,b6190088-d64e-45e6-abe8-640360d90048,b71fef2e-051c-4803-805f-d547b381f50f,c3,c1,27,?,?,surb={'id': '7e18728c-2f6a-43c3-a21e-ad7478e83a5b', 'route': ['p1', 'e2', 'i7', 'x12', 'p3', 'c3']}
1769451190.9562435,SENT,543550f5-8a90-4a79-801f-9e1305703dee,436085ce-34c3-421f-868c-5743fa96331c,c3,c1,3387,?,p3,
1769451190.9563448,CREATED,0d940c5e-1da2-4362-a29d-4e3fa65a1378,7664c962-24a9-4b3b-9507-2079586e76cc,c3,c1,26,?,?,surb={'id': '448c6745-c1b9-4aea-a8d2-9512863107c3', 'route': ['p1', 'e8', 'i4', 'x7', 'p3', 'c3']}
1769451191.0914173,SENT,83926581-aea2-4c1d-926f-7bd58cd9428d,8b0f9db0-9db6-420c-88b8-55c2b3283bba,c3,c1,3375,?,p3,
1769451191.091527,CREATED,4dd1fb10-d812-42ac-92bd-ce42a337d64a,b5f1adb7-7b54-428e-99a8-256720c09aea,c3,c1,27,?,?,surb={'id': '47741a86-0163-46b1-98e2-d7c21a72150a', 'route': ['p1', 'e4', 'i12', 'x6', 'p3', 'c3']}
1769451191.299117,SENT,c484ab72-2304-4f6d-8e5e-2dbcd0d99710,bbe39b92-4ef7-4d6a-a2e6-62876b7388e2,c3,c1,3393,?,p3,
1769451191.2992635,CREATED,a259adcb-f160-4f62-9629-2e396372a815,dbdb144f-f30a-4cf8-aae4-3a3c19912a51,c3,c1,27,?,?,surb={'id': 'c68e4c73-a38a-4443-a607-0d7450bf2266', 'route': ['p1', 'e8', 'i12', 'x12', 'p3', 'c3']}
1769451191.3245816,RECEIVED,3430c8ad-6bcf-4a99-9d37-e02ea00014ec,0aacb617-5894-4397-afd1-0cebd5a243b8,c5,c3,27,p3,?,surb={'id': 'a277507e-b9c4-4e38-bb23-df743a5433f1', 'route': ['p3', 'e8', 'i5', 'x5', 'p2', 'c5']}
1769451191.5311532,RECEIVED,fafe17a1-2c8d-4939-994b-c5e71548e6d6,7b538fe0-9320-42b0-8464-16b42f088bd7,c5,c3,26,p3,?,surb={'id': '53749605-39e0-4add-877e-62ba224cb8e0', 'route': ['p3', 'e10', 'i3', 'x1', 'p2', 'c5']}
1769451191.671064,RECEIVED,5a035e91-d3ac-4cbe-8519-e4cad4393434,42c3cbc1-4464-41b8-a42e-7c7a46ba3c79,c5,c3,26,p3,?,surb={'id': 'f1b90e3e-35d8-4ab4-a7b2-b889540d14c7', 'route': ['p3', 'e8', 'i8', 'x9', 'p2', 'c5']}
1769451191.8788567,SENT,8f59e691-380a-45c5-a472-947e198b84d5,41116a98-0aff-4719-ade4-64dde1ad2e5f,c3,c1,3372,?,p3,
1769451191.8790042,CREATED,94d775cc-cab6-4735-923f-5aa3debb2ad8,120ca0fb-86fd-4cb5-8493-170f1fabf0a2,c3,c1,27,?,?,surb={'id': '9c12601f-61db-4e6a-88d0-b04856f62250', 'route': ['p1', 'e6', 'i7', 'x10', 'p3', 'c3']}
1769451191.919326,RECEIVED,a908656b-aa5e-46e8-8d89-5af2c7db7baa,c35e044b-0842-4560-b258-7fc4d6a2ad6b,c5,c3,26,p3,?,surb={'id': 'd03819e7-e97c-4f88-8864-3335e937dadd', 'route': ['p3', 'e10', 'i8', 'x9', 'p2', 'c5']}
1769451192.0326226,RECEIVED,17c33c37-d694-4078-8a63-8ec630ea8327,15c4b8a3-b6a6-46ea-bb5b-1d69775d729f,c5,c3,27,p3,?,surb={'id': '2ddbca23-9b5e-443b-9e84-6439f59dda9e', 'route': ['p3', 'e8', 'i5', 'x11', 'p2', 'c5']}
1769451192.105453,RECEIVED,d98d0642-653a-45b0-bd3f-26febbb44f75,34c8c0ea-970f-4eb5-a25b-dce75f3ee3fa,c5,c3,27,p3,?,surb={'id': 'ed3ef4ee-06a7-459d-b831-65322d88d1dd', 'route': ['p3', 'e5', 'i9', 'x5', 'p2', 'c5']}
1769451192.1853366,RECEIVED,80deea29-0354-4fad-8c76-2c38e46d82dc,9d3ef772-7164-4aac-a462-a2611cf05b7b,c5,c3,27,p3,?,surb={'id': 'e6772667-d0da-47f5-8b98-9dd4b6d9ea39', 'route': ['p3', 'e4', 'i4', 'x8', 'p2', 'c5']}
1769451192.3722055,SENT,3e7bcc6b-0354-47cd-a6ca-61834622c577,1eb3ad3e-9701-49e2-b1ff-c0cb32856602,c3,c1,3383,?,p3,
1769451192.3723366,CREATED,4e995f99-c848-4a83-b343-b01c441446e4,2598f85a-962b-434e-8431-a42c06a95d17,c3,c1,26,?,?,surb={'id': 'a302bde9-6731-4304-b003-518a0a55224f', 'route': ['p1', 'e7', 'i5', 'x9', 'p3', 'c3']}
1769451192.3733084,RECEIVED,8084c13d-4d21-4a9b-bf0d-2e3d245910bc,31a16e3b-0f0a-4108-9ddb-e9937544283e,c5,c3,27,p3,?,surb={'id': 'de914a25-2cef-4699-ab9d-79ba11879ab2', 'route': ['p3', 'e8', 'i5', 'x5', 'p2', 'c5']}
1769451192.5008893,RECEIVED,70d3b9c9-cf98-47c6-8b6a-4dfc214b8fcc,f97900a3-5e49-4a9a-a233-5e156ed99fa7,c5,c3,27,p3,?,surb={'id': 'edc03bd5-dbca-4012-b215-778b5a8351c3', 'route': ['p3', 'e4', 'i4', 'x8', 'p2', 'c5']}
1769451192.6791422,SENT,1734c25d-99a3-4e4f-8d62-cac68e7e276f,26107e03-de55-460d-a423-346c7a6a5852,c3,c1,3380,?,p3,
1769451192.6792934,CREATED,e57c725b-cb0c-4a1e-b843-6f4f17c4b966,e8509456-1c3e-4b63-aafc-173d60a3652f,c3,c1,26,?,?,surb={'id': 'bb763bf3-6a33-4c9c-a6a8-9b53557bf66e', 'route': ['p1', 'e2', 'i4', 'x9', 'p3', 'c3']}
1769451193.494406,RECEIVED,5deb3a5f-07d6-430a-8c26-5bbb878f11f7,f64b927c-bab4-490e-a3d8-7fee84ea5248,c5,c3,27,p3,?,surb={'id': 'e13551b8-2e7d-4dc8-8c1f-cfc7e25eb8b7', 'route': ['p3', 'e7', 'i4', 'x1', 'p2', 'c5']}
1769451193.629987,RECEIVED,85b2091b-da07-4a10-87f9-1d9689917c1a,72504c63-e631-417c-bb8c-e7fa55375ea3,c5,c3,27,p3,?,surb={'id': '12432f5a-c7d0-4359-b1ec-fa45356d845a', 'route': ['p3', 'e6', 'i9', 'x2', 'p2', 'c5']}
1769451193.7610352,RECEIVED,5a69ecfd-4282-4590-8573-1e0ba4f8dd99,fa441221-884a-4682-932b-88b36803f4dc,c5,c3,27,p3,?,surb={'id': '49e45286-07f3-4539-b947-21daf6ad8354', 'route': ['p3', 'e2', 'i12', 'x11', 'p2', 'c5']}
1769451193.924076,SENT,72bec9e2-4829-4339-ba56-6be97fe27055,32d50d80-dd4e-4b91-bb0f-5591e409e1d9,c3,c1,3392,?,p3,
1769451193.9242237,CREATED,caf518c8-ef13-464b-bec1-a221a1d7b750,15e23d7d-b95a-4699-8361-40868adfbdc5,c3,c1,27,?,?,surb={'id': '2489a7e6-f4d5-4246-a2ff-cc95603edafb', 'route': ['p1', 'e6', 'i5', 'x1', 'p3', 'c3']}
1769451193.9820812,SENT,d5620c16-9196-4a2f-b708-18afd8366561,b7e52625-0834-4599-a396-18a008258380,c3,c1,3374,?,p3,
1769451193.9822347,CREATED,deffc0c6-a5fd-43db-a24f-c217752691e2,ffab1e95-4dda-477e-a4a4-318650635f7b,c3,c1,27,?,?,surb={'id': '3cbb3bb4-6bce-4cfe-91bb-2904adc04e2f', 'route': ['p1', 'e11', 'i1', 'x8', 'p3', 'c3']}
1769451194.2197702,SENT,95ce6372-3a44-4f79-a8b1-d720d01870da,99c006d9-075f-4ae9-807c-b8f86268e29e,c3,c1,3379,?,p3,
1769451194.2199035,CREATED,a5f0cdd6-813d-4870-9304-cf090e3b9393,40d0fcbe-3bd3-4f57-bdec-4294f8dc3adf,c3,c1,27,?,?,surb={'id': 'c7990946-f9cc-4954-9128-525367c2f48c', 'route': ['p1', 'e12', 'i2', 'x4', 'p3', 'c3']}
1769451194.2404206,SENT,44ea0bd8-7c5e-4291-ba7c-4418eb3c1173,6ae0f61a-f901-4f8f-942e-a960a7526900,c3,c1,3343,?,p3,
1769451194.2405727,CREATED,62809fd9-a346-4106-8341-dd02659876b5,c56d4e22-b927-44ff-aea4-f202740108c1,c3,c1,24,?,?,surb={'id': '8abe0cd9-2c52-4414-a942-a773be7c88cb', 'route': ['p1', 'e6', 'i9', 'x7', 'p3', 'c3']}
1769451194.4129498,SENT,17057e22-594f-4ce4-9e82-5f33ca765aa2,62e3f8b7-bc53-4e18-9ff3-ab73b23f743a,c3,c1,3376,?,p3,
1769451194.4130697,CREATED,6b5c8b4a-1216-49c4-986d-8e2a6c0ae010,7b8c75ed-0d80-41bd-be46-9f20d54c9c13,c3,c1,27,?,?,surb={'id': '49b21924-7fe0-44ce-8a63-1b2bf50fe450', 'route': ['p1', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769451194.5016296,SENT,7d06d31d-c236-494e-ae7a-9de6304a2d07,36d72151-0e98-4116-a2cb-9ccb7e93c4fd,c3,c1,3400,?,p3,
1769451194.5017543,CREATED,96e4bb87-8461-4a7c-b348-fdc2f68333a6,809f2a12-ca83-4ec5-8c74-7d3952121a8d,c3,c1,27,?,?,surb={'id': '72165b5e-c0dc-4d63-b627-eef5970487a0', 'route': ['p1', 'e11', 'i3', 'x10', 'p3', 'c3']}
1769451194.5899026,RECEIVED,255c5559-f77c-4d7a-841d-8bece5f6225c,1387eb6f-4aca-4b5f-a702-dea40c24dbb2,c5,c3,27,p3,?,surb={'id': 'ea0b6de0-d006-4931-ace1-946c76079dcc', 'route': ['p3', 'e8', 'i5', 'x12', 'p2', 'c5']}
1769451194.7775693,SENT,05fb8082-6429-44ad-b3a3-df32dc3108af,3f3d6258-5464-4c33-b1f0-6486a88ffbe5,c3,c1,3392,?,p3,
1769451194.7777042,CREATED,afbdd906-98d9-4e17-a9be-c8197eb18969,13dd58fe-7183-489b-bd68-83f1fc6f7ef2,c3,c1,27,?,?,surb={'id': '0a17c01b-e78c-4afc-ac56-e8aa50468dd8', 'route': ['p1', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769451194.898244,RECEIVED,2003318b-02c5-47d2-b3f4-bed0a510a690,b8f4608e-85ca-4d37-9f8f-e63062058e42,c5,c3,27,p3,?,surb={'id': 'f307c4a7-4283-4445-bb1a-340455b0b245', 'route': ['p3', 'e3', 'i8', 'x11', 'p2', 'c5']}
1769451195.0228908,SENT,5d088d59-263f-49e4-ae03-4f31e71c507c,09236d1d-bc22-412a-8d71-a6d53311914c,c3,c1,3376,?,p3,
1769451195.0233474,CREATED,d30cb4cd-ea69-446f-811e-d7498b14df99,a7694890-646a-44db-9b26-23af35dd47d5,c3,c1,27,?,?,surb={'id': 'dd2094b8-34f8-4b8b-a6bb-18d3b0e184e9', 'route': ['p1', 'e4', 'i5', 'x6', 'p3', 'c3']}
1769451195.2389145,RECEIVED,95f2c300-4605-47a9-8562-9a5d98b80726,dbf20c40-03da-4f18-93e0-68bb68045401,c5,c3,27,p3,?,surb={'id': '9dfdb6d1-53e6-4387-ab8f-cd3fdec545ef', 'route': ['p3', 'e5', 'i6', 'x1', 'p2', 'c5']}
1769451195.713467,SENT,724803da-5d7f-4ed4-aa59-f9fff754fa4b,7ab04a7b-94e3-4a44-b18e-8d163f85fb53,c3,c1,3360,?,p3,
1769451195.7136393,CREATED,2aad463b-69b3-4a1d-b9e5-835003316df2,c040f95c-d160-4165-b66a-c0f40c0e1b57,c3,c1,27,?,?,surb={'id': 'de685d39-23b6-4b90-a8bf-c866303d6deb', 'route': ['p1', 'e10', 'i3', 'x4', 'p3', 'c3']}
1769451195.8142395,SENT,07a1b200-e0e7-4cf0-8e9a-ead5974c72de,97b6ad10-f137-466f-a249-df3a8ffa7b94,c3,c1,3361,?,p3,
1769451195.8143878,CREATED,62009fcc-630b-4fa9-9672-0c214e209a4d,f0759f36-c7ff-46c0-9d0a-f98db8a9cecf,c3,c1,27,?,?,surb={'id': 'a408bb10-762d-476e-bd48-d33ff611e487', 'route': ['p1', 'e7', 'i1', 'x3', 'p3', 'c3']}
1769451195.8685567,SENT,326d3c80-1b37-4aef-af5c-237077ea278e,0a5c005c-a833-4807-8591-1ef740732aba,c3,c1,3381,?,p3,
1769451195.868709,CREATED,65d832b6-dae6-4e2d-aa93-6606881e1347,b8981eb8-7dab-4650-a384-ebb8b0a8fe5a,c3,c1,26,?,?,surb={'id': '3e91b409-b816-4255-9598-15b2c400ca13', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769451195.9760048,SENT,24288a50-0c0e-4946-a3fe-f6cea5345fbe,a7354a9a-a6ba-49d7-a003-4c4799d00f91,c3,c1,3359,?,p3,
1769451195.976071,CREATED,f0932cc4-f03f-432c-a81c-975c06391cb1,94fa9896-3ef4-4f11-923a-3803914dd755,c3,c1,27,?,?,surb={'id': '865210f1-2f0d-4394-9906-815daac21465', 'route': ['p1', 'e5', 'i4', 'x9', 'p3', 'c3']}
1769451196.0426543,SENT,cc248dcf-220f-4b99-b732-45b98a06dcfe,7893d01c-81c2-40c9-bf5b-32ec21c21317,c3,c1,3396,?,p3,
1769451196.042734,CREATED,4af4900a-268a-4af4-8707-41132285c35b,f90c93aa-7f34-4c0c-a98c-2eafddda6735,c3,c1,27,?,?,surb={'id': 'bd5e9acd-874a-4689-a33f-9ece4d6bbab0', 'route': ['p1', 'e2', 'i10', 'x12', 'p3', 'c3']}
1769451196.0537205,RECEIVED,bdcf2403-f153-40d7-9e2b-3ba94f32202f,20f92a38-d5dc-4d25-87ec-24f182b52bd6,c5,c3,26,p3,?,surb={'id': 'e903f4bd-d2e7-47a4-8d0c-c8994351aa6d', 'route': ['p3', 'e11', 'i9', 'x12', 'p2', 'c5']}
1769451196.0606592,SENT,6fa69eb7-af91-4370-a6bb-92eae62857d6,ea23ce80-8e56-411f-9eea-792068ff9f67,c3,c1,3375,?,p3,
1769451196.0607572,CREATED,72fd0003-f110-4b8d-89aa-107d3e6a7cdc,e2a47562-0e93-4857-8f64-da63360d321a,c3,c1,27,?,?,surb={'id': 'edc345b9-b55b-43ce-841a-9dfbe39958b1', 'route': ['p1', 'e9', 'i2', 'x7', 'p3', 'c3']}
1769451196.4319594,RECEIVED,43fe9e77-c182-4b88-a463-3a9b0732dffd,fe177928-8d92-43e5-a456-5c47863afdf6,c5,c3,27,p3,?,surb={'id': 'b587972c-5e3b-4b54-81cc-c9b05a9329d3', 'route': ['p3', 'e1', 'i11', 'x12', 'p2', 'c5']}
1769451196.682161,RECEIVED,50a3d018-e9ec-4488-91ba-6073c8dfec18,664ad494-25e8-4338-b817-4722675dbc9f,c5,c3,27,p3,?,surb={'id': '7dc3b7b1-ee78-47fd-9344-243db5f6c071', 'route': ['p3', 'e11', 'i12', 'x6', 'p2', 'c5']}
1769451196.7124946,SENT,0811c401-093c-4794-890c-fe83bbe8b728,65e85902-fc4b-47bf-a73d-1c61d75277de,c3,c1,3384,?,p3,
1769451196.7125688,CREATED,acb4bfac-3636-475c-9293-af7b8d8e8d8e,ae1a5af2-efd4-4194-892d-7307a96f7031,c3,c1,27,?,?,surb={'id': '34bfe5b9-883d-4128-b64d-176004349341', 'route': ['p1', 'e10', 'i8', 'x5', 'p3', 'c3']}
1769451197.1920123,SENT,75ec2c2d-0c89-424f-b393-ebe456c7c7ef,d42f33c5-617c-461b-a848-a297e65f94b4,c3,c1,3360,?,p3,
1769451197.1921947,CREATED,f6d6d2ab-7da9-4f98-adef-34025ba6b7da,1905e461-1222-4e56-89c8-0f4143b1309d,c3,c1,27,?,?,surb={'id': 'e412998a-4f50-4651-b8ee-77ea7bb04ac6', 'route': ['p1', 'e11', 'i6', 'x7', 'p3', 'c3']}
1769451197.2698762,SENT,93b6f332-80dc-46d8-8a32-6aef74a0c11d,804bb28d-8200-4b9f-b496-d6be9bd6000b,c3,c1,3383,?,p3,
1769451197.270074,CREATED,eda0e2f0-69ba-4812-9733-2eac9d4228c5,fd342450-8b1a-423c-899e-14951f06de81,c3,c1,26,?,?,surb={'id': '830cd8b1-babb-4f34-a2aa-ec752215c899', 'route': ['p1', 'e12', 'i3', 'x1', 'p3', 'c3']}
1769451197.3749256,SENT,2e2d69fe-6962-41a8-a003-e6eeb5dd3d17,46158ebb-6d3a-456e-a91c-18f7adb432ab,c3,c1,3393,?,p3,
1769451197.3751009,CREATED,06772b93-cbf1-4648-8302-0fc96bd18c58,317dbbab-ff97-4682-90a0-ebdc4ac665b6,c3,c1,27,?,?,surb={'id': '87df65b0-ee4b-4c17-b994-abd87ac957a6', 'route': ['p1', 'e1', 'i10', 'x10', 'p3', 'c3']}
1769451197.6345997,SENT,64b2713f-5030-4501-8096-378a1f1c31f8,c7794136-7d54-4e89-974a-bcb915ebd2e2,c3,c1,3360,?,p3,
1769451197.6346736,CREATED,aaed6ad9-443b-456f-bb7d-5291b4c80d1b,256a0ec9-d2e6-451c-adbc-911a32e31bc6,c3,c1,27,?,?,surb={'id': '5b8c39d0-636d-4f32-a1ec-8d0d6989dc23', 'route': ['p1', 'e7', 'i6', 'x3', 'p3', 'c3']}
1769451197.7270222,SENT,e53bbe00-fe47-4c5c-b8a4-480eaa0e19d6,b83864ac-4a26-48aa-be9f-78697565b779,c3,c1,3372,?,p3,
1769451197.7271152,CREATED,429bfeeb-ec60-4d33-b197-f0639cb9262b,7d2781ca-2192-46f1-915c-da7a61ddfa0c,c3,c1,27,?,?,surb={'id': '86dffd4e-2f11-4223-a339-928c1f6f7e7e', 'route': ['p1', 'e4', 'i1', 'x2', 'p3', 'c3']}
1769451197.73239,RECEIVED,6d3bea58-6dfe-4177-a7ff-4193b373d708,87c5de6c-e286-4c0e-9c8a-34c07a227714,c5,c3,26,p3,?,surb={'id': '93194921-40f8-4d90-b7c3-1a3ee3ef462e', 'route': ['p3', 'e7', 'i12', 'x6', 'p2', 'c5']}
1769451198.222503,RECEIVED,0ce14dd7-de18-4c65-b728-69c4fc5e2603,5a9bdf4f-9b9d-4baf-8b71-5a1193d369a6,c5,c3,26,p3,?,surb={'id': '7145bf86-b1d0-4fd2-ae4c-92b1f66efb93', 'route': ['p3', 'e10', 'i7', 'x10', 'p2', 'c5']}
1769451198.2368596,RECEIVED,9ac3ecb0-3788-481a-93d5-2cf63b2c500d,38ed2ae3-07e9-4daa-9fd3-7bcc9b394a7c,c5,c3,26,p3,?,surb={'id': 'c8a2ebc3-bc97-4852-8f60-365edc349849', 'route': ['p3', 'e9', 'i11', 'x2', 'p2', 'c5']}
1769451198.3213837,RECEIVED,e249d5e1-3d03-48d4-88ec-1135bd4ebf88,00f8ce94-c118-4ea6-983e-4a24445038ba,c5,c3,27,p3,?,surb={'id': '644ed815-aa58-4148-82c2-683464d8a805', 'route': ['p3', 'e6', 'i11', 'x12', 'p2', 'c5']}
1769451198.3428288,SENT,a9a1c626-5b30-4093-870a-d41e70a6b27a,fae66932-fbdb-4029-a4cf-52f63df125af,c3,c1,3377,?,p3,
1769451198.3429198,CREATED,719c6b8e-9d81-4d7c-a490-4886facd789c,7c53d0d0-2228-4cf8-a2a5-39ccccbe2266,c3,c1,27,?,?,surb={'id': '911a1670-7561-41ec-b034-ff6977132503', 'route': ['p1', 'e7', 'i12', 'x8', 'p3', 'c3']}
1769451198.6072626,SENT,3463693e-cee4-49f4-9f08-2a7e7273769d,c140ef9e-611f-47ab-ac29-7c20456e605a,c3,c1,3387,?,p3,
1769451198.6073494,CREATED,3cde15f1-9a8c-41fd-a224-4ae57bf264b4,b1f05728-8396-4491-b5a0-90c0d7a9d46f,c3,c1,26,?,?,surb={'id': '59acb114-cffb-49eb-906a-d8aacf58c5ab', 'route': ['p1', 'e7', 'i10', 'x1', 'p3', 'c3']}
1769451198.9434888,RECEIVED,0b43695b-e631-45d9-9c13-cef8ef836c1c,89aa1ec9-30ca-4585-bec2-5a1335ac68d9,c5,c3,27,p3,?,surb={'id': 'c0c51c19-898a-4994-b99b-15de180a337f', 'route': ['p3', 'e12', 'i12', 'x9', 'p2', 'c5']}
1769451199.1128166,SENT,3adcbfbf-b19b-46b0-9109-a1c9107fa5bf,023617f8-cf34-4f79-8b3d-0c702d5f80c5,c3,c1,3396,?,p3,
1769451199.1128926,CREATED,41e96c29-a344-4ba6-849e-0770a3a2ba37,cacdd44e-f95e-4c1d-80d5-51b6657ceadc,c3,c1,27,?,?,surb={'id': '850f7406-003a-42d6-b61d-d7106b51aa57', 'route': ['p1', 'e9', 'i12', 'x6', 'p3', 'c3']}
1769451199.3350804,RECEIVED,a4c08a8b-097f-4505-97dc-54f15eb67f2d,816c000a-8c28-4ae1-ba27-ae4f8dd9ef2c,c5,c3,27,p3,?,surb={'id': 'e79e0f97-af5b-462a-8f74-2083ed2fad1b', 'route': ['p3', 'e3', 'i7', 'x3', 'p2', 'c5']}
1769451199.721025,SENT,03c4c1bc-508a-46f9-a7c6-c7f8819ac061,ed8fb434-2f1c-4b56-a1ff-2917d3a7a456,c3,c1,3379,?,p3,
1769451199.7211983,CREATED,2470e2c3-5615-4246-9df9-3a8256008141,3853fad4-40a2-4dc9-b57f-b679560f77bc,c3,c1,27,?,?,surb={'id': '60a7ef17-3588-4120-b006-b2774559987d', 'route': ['p1', 'e5', 'i1', 'x5', 'p3', 'c3']}
1769451200.2985551,SENT,ba4cfdb0-a62f-459b-aca0-92509c4f81d3,f0794f9b-0a37-4af3-816d-30030634d3e2,c3,c1,3383,?,p3,
1769451200.2986546,CREATED,a95c08b6-b079-47e7-9a98-356a29c8c67a,56bfd2b4-36bb-4a90-a550-bb2af64f1702,c3,c1,27,?,?,surb={'id': 'c5f310b7-36a1-4588-957f-0c392d9c5970', 'route': ['p1', 'e6', 'i8', 'x12', 'p3', 'c3']}
1769451200.4143004,RECEIVED,392d46a9-bf77-4e64-a7fb-d0be32b189c0,69a09efd-d7fc-4958-9054-891bed250dd4,c5,c3,25,p3,?,surb={'id': '6c83eb33-5fa0-4db3-9789-a3e6c116adaf', 'route': ['p3', 'e3', 'i6', 'x1', 'p2', 'c5']}
1769451200.4485211,SENT,44bfc417-dd96-4956-95c4-0216d2769665,18a3f694-6b46-4696-be00-29d2882c820a,c3,c1,3388,?,p3,
1769451200.448621,CREATED,3e718199-447f-4f0a-9628-4b3797968aa8,85ebb4b8-6199-418a-86a8-bc446c2c7ce9,c3,c1,27,?,?,surb={'id': 'ba067f6f-7d81-4543-8a1a-49106e0d68b4', 'route': ['p1', 'e10', 'i3', 'x1', 'p3', 'c3']}
1769451200.6567914,RECEIVED,f98dd27d-c434-4981-bfc1-5d668ffff609,c22008f6-adfa-4c53-a842-abc576195be4,c5,c3,27,p3,?,surb={'id': 'e9fddf87-3fbe-413f-af36-1806c5802c7d', 'route': ['p3', 'e1', 'i4', 'x1', 'p2', 'c5']}
1769451200.7835653,RECEIVED,db2bf7e9-510a-49b1-8535-bbcfb654f9b6,1753b3f5-9b81-482f-8708-f374906dd254,c5,c3,27,p3,?,surb={'id': 'd8349a25-62f2-4825-bbe8-75f00923bd5d', 'route': ['p3', 'e9', 'i12', 'x12', 'p2', 'c5']}
1769451201.0472813,RECEIVED,3fc60d3e-78cd-46ef-ad36-a4e7721ca9ae,d6c91189-a3d4-4b73-b7e6-f052e127f195,c5,c3,27,p3,?,surb={'id': '4d1457a8-99db-4429-a272-24e419004b2e', 'route': ['p3', 'e6', 'i12', 'x3', 'p2', 'c5']}
